name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york,11/03/2018,8.7,0.7,4.3,7.3,-2.8,1.9,-6.2,47.1,0,0,0,,0,0.3,63,13,269.7,1017.5,16.6,16,242.9,19.9,8,,2018-03-11T07:14:05,2018-03-11T18:58:30,0.81,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,12/03/2018,6.1,1.6,4,2.7,-3.1,0,-2.1,64.3,0.016,100,4.17,rain,0,0.2,43.4,27.4,42.1,1014.2,42.5,16,120.5,10.5,6,,2018-03-12T07:12:28,2018-03-12T18:59:36,0.84,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,13/03/2018,6,1.1,3,4.3,-2.6,0.4,-1.2,76.4,6.101,100,66.67,"rain,snow",0,0.1,44.1,23.7,324.6,1004.1,83.8,14.8,79.2,6.7,3,,2018-03-13T07:10:50,2018-03-13T19:00:41,0.87,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,14/03/2018,5,0,2.2,0.5,-6.2,-3,-5,60,0.718,100,8.33,"rain,snow",0,0,65.7,34.5,266.1,1002.1,51,15.8,186.3,16.1,8,,2018-03-14T07:09:12,2018-03-14T19:01:46,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,15/03/2018,9.3,0.6,4,5.8,-4.3,0.3,-5.1,52.9,0,0,0,,0,0,48.8,28.8,268.9,1001.2,56.3,16,226.3,19.6,8,,2018-03-15T07:07:34,2018-03-15T19:02:51,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,16/03/2018,5.5,0.9,2.9,3.5,-2.3,0.3,-6.2,52.7,1.649,100,8.33,rain,0,0,78,25.5,288.9,1006.8,35.2,16,180,15.4,7,,2018-03-16T07:05:55,2018-03-16T19:03:55,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,17/03/2018,9.3,-1.7,3.6,7.8,-6.8,1.2,-9,41.2,0,0,0,,0,0,47.2,25.6,275.9,1009.6,5.5,16,218.4,18.8,8,,2018-03-17T07:04:16,2018-03-17T19:05:00,0,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,18/03/2018,8.2,-0.7,3.9,8.2,-4.2,1.8,-11.5,33.1,0.232,100,4.17,rain,0,0,61.2,13.1,289.2,1012.5,1.1,16,246.2,21.2,8,,2018-03-18T07:02:37,2018-03-18T19:06:04,0.04,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,19/03/2018,9.3,2.1,5.1,7.6,-2.5,3.1,-8.1,41,0,0,0,,0,0,72.9,19.9,351.6,1013.2,7.4,16,243.1,21,8,,2018-03-19T07:00:58,2018-03-19T19:07:08,0.08,Clear,Clear conditions throughout the day.,clear-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,20/03/2018,3.9,0.6,2.4,-0.4,-4.8,-2.3,-7.7,47.8,0,0,0,,0,0,51.8,27.2,45.8,1012.6,59.2,16,53.5,4.6,2,,2018-03-20T06:59:19,2018-03-20T19:08:12,0.11,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,21/03/2018,4.3,0.6,1.8,-0.9,-5.6,-3,-2,77.9,5.461,100,66.67,"rain,snow",2.9,0.9,57.2,44.2,35,1005.1,100,8.4,36.2,3.1,1,,2018-03-21T06:57:39,2018-03-21T19:09:16,0.15,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,22/03/2018,11.6,0.9,5.3,11.6,-2.3,4.1,-2.1,63.6,227.651,100,45.83,"rain,snow",1.7,3.4,81.4,13,314.4,1008.8,56.3,14.9,222.3,19.3,9,,2018-03-22T06:56:00,2018-03-22T19:10:20,0.18,"Snow, Rain, Partially cloudy",Clearing in the afternoon with a chance of rain or snow throughout the day.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,23/03/2018,10.5,2.2,5.9,10.5,-1.3,4.5,-4.6,47.7,0,0,0,,0.9,1.2,55.4,14.7,291.6,1015.7,45.8,16,195.4,16.9,9,,2018-03-23T06:54:20,2018-03-23T19:11:23,0.22,Partially cloudy,Becoming cloudy in the afternoon.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,24/03/2018,11.6,2.2,6.6,11.6,-0.6,5.2,-6.5,40.1,0,0,0,,0,0.2,53.6,14.6,290.4,1018.4,33.2,16,259.4,22.4,9,,2018-03-24T06:52:41,2018-03-24T19:12:27,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,25/03/2018,7.1,2.1,4.6,4.1,-2.2,1.1,-3.5,56,0,0,0,,0,0,42.5,31,44.1,1027.9,66.4,16,113.7,9.8,6,,2018-03-25T06:51:02,2018-03-25T19:13:30,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,26/03/2018,9.9,1.8,4.8,7.3,-2.1,1.5,-4,54.1,0,0,0,,0,0,37.1,27.4,59.4,1038.1,4.3,16,271.6,23.4,8,,2018-03-26T06:49:22,2018-03-26T19:14:33,0.33,Clear,Clear conditions throughout the day.,clear-day,"72505394728,AN736,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,27/03/2018,6.6,2.2,4.2,4.8,-1.7,1.6,-3.9,56.2,0,0,0,,0,0,,20.1,80.7,1032.2,30.9,16,140,12,5,,2018-03-27T06:47:43,2018-03-27T19:15:37,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,28/03/2018,9.4,3.4,6.3,9,0.2,4.7,3.2,81.2,0.754,100,29.17,rain,0,0,64.8,16.3,252.1,1018.1,92.7,15.2,95.1,8.2,4,,2018-03-28T06:46:04,2018-03-28T19:16:40,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,29/03/2018,10.1,8.4,9,10.1,5.6,8.2,7.3,89.2,0.277,100,16.67,rain,0,0,,18.1,49.8,1015.3,100,10.5,47.3,4.1,2,,2018-03-29T06:44:25,2018-03-29T19:17:43,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,30/03/2018,15,7.9,10.8,15,5.9,10.3,7.4,80.3,0.743,100,16.67,rain,0,0,42.5,16.1,3.5,1008.2,74.9,14.9,95.4,8.1,5,,2018-03-30T06:42:46,2018-03-30T19:18:46,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,31/03/2018,12.9,4.3,8,12.9,1.4,6.5,-4.6,41.7,0.464,100,8.33,rain,0,0,59,27.1,227.6,1021.9,14.4,15.9,275,23.5,9,,2018-03-31T06:41:07,2018-03-31T19:19:49,0.5,Rain,Clear conditions throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,01/04/2018,15,6.7,10.2,15,4.3,9.1,-0.1,49.1,0,0,0,,0,0.6,35.8,16.3,276.7,1016.1,43.6,15.9,136.8,11.7,5,,2018-04-01T06:39:29,2018-04-01T19:20:52,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,02/04/2018,7.2,1.1,4.1,4.8,-4.1,0.7,-1.1,71.3,1.737,100,37.5,"rain,snow",0.4,2,79.6,24,39.8,1019.7,74.9,13.5,106.8,9.4,4,,2018-04-02T06:37:51,2018-04-02T19:21:54,0.57,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,03/04/2018,5.9,3.9,4.9,4.4,1,2.5,2.6,85.7,0.657,100,33.33,rain,0,0.8,27.7,20.1,62.6,1018.7,80.7,13,34,3,2,,2018-04-03T06:36:13,2018-04-03T19:22:57,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,04/04/2018,13.3,5.6,8.8,13.3,2.9,7.5,3.7,75.3,1.001,100,25,rain,0,0.2,71.5,37.9,300.2,1003.2,77.5,10.5,77.6,6.6,3,,2018-04-04T06:34:35,2018-04-04T19:24:00,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,05/04/2018,7.8,1.7,4.9,4.4,-0.7,2,-8,39.4,1.177,100,8.33,rain,0,0,69,27.3,274.9,1016.6,36.3,16,237.2,20.5,9,,2018-04-05T06:32:58,2018-04-05T19:25:03,0.67,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,06/04/2018,15.7,3.4,8.1,15.7,-0.4,6.6,-0.5,56.8,1.32,100,20.83,rain,0,0,68.4,27.2,233.7,1013.3,69.4,16,123.2,10.6,6,,2018-04-06T06:31:21,2018-04-06T19:26:06,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,07/04/2018,11.7,4.9,7.4,11.7,2.4,5.8,-4.3,45.2,0.232,100,4.17,rain,0,0,54.3,18.2,329.7,1010.4,85.9,16,200.8,17.4,7,,2018-04-07T06:29:45,2018-04-07T19:27:09,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,08/04/2018,8.3,1.6,4.5,6.9,-2.9,2.2,-7.3,42.8,0,0,0,,0,0,49.1,18.3,12.5,1012.7,33.5,16,230.2,19.8,8,,2018-04-08T06:28:09,2018-04-08T19:28:11,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,09/04/2018,9.9,0.6,4.2,8.4,-3.2,1.9,-6.3,47.5,0.437,100,4.17,rain,0,0,66,20,225,1021.1,42.3,16,261.2,22.7,9,,2018-04-09T06:26:34,2018-04-09T19:29:14,0.79,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,10/04/2018,11.1,3.9,6.4,11.1,0.8,4.5,-1.6,59.9,0.014,100,4.17,rain,0,0,31.7,14.8,272.2,1020.9,81,15.9,145.9,12.7,6,,2018-04-10T06:24:59,2018-04-10T19:30:17,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,11/04/2018,10.5,3.5,6.9,10.5,2,5.5,-2.8,51.5,1.644,100,8.33,rain,0,0,86.8,14.7,202.4,1020.9,37.2,15.9,212.4,18.3,9,,2018-04-11T06:23:24,2018-04-11T19:31:20,0.86,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,12/04/2018,15.7,6.8,10.5,15.7,4.3,9.9,2.7,59.2,0.931,100,8.33,rain,0,0,66.6,13.1,210.7,1015.7,45.7,16,165.6,14.2,7,,2018-04-12T06:21:50,2018-04-12T19:32:23,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,13/04/2018,26.7,13.9,19,26.2,13.9,18.9,6.7,46.4,2.353,100,12.5,rain,0,0,83.2,32.3,269.3,1011,17.3,16,226.4,19.3,8,,2018-04-13T06:20:17,2018-04-13T19:33:25,0.92,Rain,Clear conditions throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,14/04/2018,23.4,9.3,17.8,23.4,5.1,17.6,9.3,58.6,0,0,0,,0,0,48.9,39.5,42.6,1014.1,23,16,268.7,23.1,9,,2018-04-14T06:18:45,2018-04-14T19:34:28,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,15/04/2018,8.8,4.3,5.9,5.3,-1,1.4,2,76.3,3.407,100,20.83,rain,0,0,47.8,33.8,48.4,1024.4,100,14.7,52.8,4.5,2,,2018-04-15T06:17:13,2018-04-15T19:35:31,0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,16/04/2018,13.9,4.3,9.1,13.9,-1,6.4,6.6,84.9,66.126,100,70.83,rain,0,0,71.9,43.8,33.2,1005.5,90.9,11.9,107.2,9.1,7,,2018-04-16T06:15:41,2018-04-16T19:36:34,0.02,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,17/04/2018,8.3,5.6,6.8,7,1.5,3.5,-0.4,60.5,1.64,100,16.67,rain,0,0,90.4,31.2,268.4,1004,95.8,15.9,103.6,9,4,,2018-04-17T06:14:11,2018-04-17T19:37:37,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,18/04/2018,12.8,3.8,7.8,12.8,-0.8,5.6,-1.6,52.2,0,0,0,,0,0,52.9,25.7,264.9,1008.4,56.2,16,247.3,21.3,9,,2018-04-18T06:12:41,2018-04-18T19:38:40,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,19/04/2018,9.4,5,7.3,8.4,2.5,5.4,1.5,67.9,2.317,100,54.17,rain,0,0,80.1,20.1,2.4,1008.2,87.9,15.7,82.9,7.1,4,,2018-04-19T06:11:12,2018-04-19T19:39:43,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,20/04/2018,11.6,3.3,7,11.6,0.6,5.9,-3.8,47.3,1.417,100,4.17,rain,0,0,81.1,13.2,293.3,1021.4,19.1,16,306.3,26.6,9,,2018-04-20T06:09:44,2018-04-20T19:40:46,0.16,Rain,Clear conditions throughout the day with afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,21/04/2018,17.8,5,10.7,17.8,2.8,9.8,-3.8,38.7,0.232,100,4.17,rain,0,0,66.6,16.5,283.7,1027.6,7.8,16,302.5,26.2,9,,2018-04-21T06:08:17,2018-04-21T19:41:49,0.2,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,22/04/2018,18.3,7.2,12.4,18.3,5.2,12.1,-4.1,32.6,1.177,100,8.33,rain,0,0,64.8,16.4,216,1028.3,5.8,16,315.9,27.3,10,,2018-04-22T06:06:50,2018-04-22T19:42:51,0.25,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,23/04/2018,16.8,7.8,12,16.8,7.4,11.9,1.1,49.1,0.232,100,4.17,rain,0,0,73.6,18.3,81.9,1030.6,5.3,16,312.2,27,10,,2018-04-23T06:05:25,2018-04-23T19:43:54,0.27,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,24/04/2018,17.3,8.8,12.8,17.3,7.4,12.6,5.2,61.6,1.205,100,12.5,rain,0,0,92.5,23.4,113.1,1027.2,40.2,15.9,250.3,21.7,9,,2018-04-24T06:04:00,2018-04-24T19:44:57,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,25/04/2018,14.4,11.7,12.8,14.4,11.7,12.8,11.9,94.3,227.351,100,83.33,rain,0,0,37.1,25.5,62.3,1010.7,100,9.9,52.9,4.4,4,,2018-04-25T06:02:37,2018-04-25T19:46:00,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,26/04/2018,20.7,11.3,15.6,20.7,11.3,15.6,7.9,64.1,6.626,100,25,rain,0,0,43.4,20.5,264.2,1006.2,35.6,13.7,312.9,27,10,,2018-04-26T06:01:14,2018-04-26T19:47:03,0.38,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,27/04/2018,15,10.6,12.4,15,10.6,12.4,8,75.8,0.536,100,16.67,rain,0,0,35.3,21.8,48.8,1009.3,71.6,14.5,45.4,3.8,2,,2018-04-27T05:59:53,2018-04-27T19:48:05,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,D8219"
new york,28/04/2018,18.4,10,13.5,18.4,10,13.5,9.6,78.8,0.808,100,20.83,rain,0,0,40.7,16.2,225.1,1009.3,52.4,13.8,253.5,21.8,9,,2018-04-28T05:58:32,2018-04-28T19:49:08,0.45,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,29/04/2018,16.5,8.8,12,16.5,8.2,12,4.6,63.5,2.74,100,33.33,rain,0,0,46.4,20.2,286.1,1013,84.2,16,223.3,19.3,10,,2018-04-29T05:57:13,2018-04-29T19:50:11,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,30/04/2018,10.6,8.3,9.5,10.6,5.5,8.2,2,60.1,1.166,100,16.67,rain,0,0,51.8,18.5,277.5,1016.2,85.1,16,147.9,12.6,5,,2018-04-30T05:55:55,2018-04-30T19:51:13,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,01/05/2018,26.7,8.9,17.3,26.2,7.2,16.7,1.8,42.3,2.345,100,25,rain,0,0,79.6,20.4,269.9,1017.2,23.8,15.9,317.4,27.6,10,,2018-05-01T05:54:37,2018-05-01T19:52:15,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,02/05/2018,29.5,16.8,23.6,27.8,16.8,23.1,4.1,29.2,0.232,100,4.17,rain,0,0,81.4,30.8,257.8,1016.8,12.4,16,311.8,27,9,,2018-05-02T05:53:22,2018-05-02T19:53:17,0.58,Rain,Clear conditions throughout the day with morning rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,03/05/2018,33.4,21.8,26.8,32.3,21.8,26.4,10.9,39.7,0.447,100,4.17,rain,0,0,64.8,31.7,243.8,1014.6,30.9,15.8,291.3,25.3,9,,2018-05-03T05:52:07,2018-05-03T19:54:19,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,04/05/2018,28,22.3,25.1,28.1,22.3,25.2,16.7,60.6,0,0,0,,0,0,38.9,24.1,216.4,1011.8,48.2,15.6,146.6,12.7,5,,2018-05-04T05:50:54,2018-05-04T19:55:21,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,05/05/2018,25.3,16.1,20.5,25.3,16.1,20.5,5,36.9,0,0,0,,0,0,50,24.1,294.9,1016.8,36.6,16,222.9,19.3,8,,2018-05-05T05:49:41,2018-05-05T19:56:23,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,06/05/2018,19.2,13.4,16.7,19.2,13.4,16.7,8.9,60.9,0,0,0,,0,0,35.3,19.4,62.3,1014.7,96.1,16,77.5,6.6,4,,2018-05-06T05:48:31,2018-05-06T19:57:24,0.71,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,07/05/2018,23.9,12.5,17.2,23.9,12.5,17.2,9.7,63.7,0,0,0,,0,0,,13,60.6,1017.4,43.5,16,247,21.3,9,,2018-05-07T05:47:21,2018-05-07T19:58:25,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,08/05/2018,22.3,12,16.5,22.3,12,16.5,8.9,62.2,0,0,0,,0,0,,14.8,133.7,1023.5,7,16,310.8,26.8,9,,2018-05-08T05:46:13,2018-05-08T19:59:26,0.78,Clear,Clear conditions throughout the day.,clear-day,"D9152,72505394728,KLGA,KNYC,F1417,72503014732"
new york,09/05/2018,24.1,12.4,17.3,24.1,12.4,17.3,8.4,58.8,0,0,0,,0,0,35.3,15.7,153.5,1020.8,11.9,14.8,310.2,26.9,9,,2018-05-09T05:45:07,2018-05-09T20:00:27,0.81,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,10/05/2018,18,12.6,15.5,18,12.6,15.5,11.7,78.6,5.972,100,12.5,rain,0,0,33.5,20.5,163.7,1014.1,64,14.4,217.9,18.9,8,,2018-05-10T05:44:01,2018-05-10T20:01:27,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72505394728,KLGA,KNYC,F1417,72503014732"
new york,11/05/2018,22.2,15.8,18.4,22.2,15.8,18.4,5.8,49.9,0,0,0,,0,0,73.8,29.5,316.9,1015,31.6,15.5,302.6,25.9,9,,2018-05-11T05:42:58,2018-05-11T20:02:27,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,12/05/2018,18.4,12.2,14.3,18.4,12.2,14.3,9,73.5,3.577,100,41.67,rain,0,0,55.4,16.2,54.7,1019.6,100,15.7,54.2,4.7,2,,2018-05-12T05:41:56,2018-05-12T20:03:26,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,13/05/2018,12.8,11.7,12,12.8,11.7,12,9.9,87,3.685,100,25,rain,0,0,,17.9,60.5,1020.7,100,15.8,44,3.9,2,,2018-05-13T05:40:55,2018-05-13T20:04:25,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,14/05/2018,20.7,11.2,14.9,20.7,11.2,14.9,12.1,84.1,1.907,100,29.17,rain,0,0,74,14.8,257.2,1016.2,71.5,14.3,237.6,20.4,8,,2018-05-14T05:39:56,2018-05-14T20:05:24,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,15/05/2018,29.4,15.1,20.2,30.6,15.1,20.4,16.7,82.7,14.892,100,20.83,rain,0,0,73.8,26,261,1012,59,10.7,265.9,23.1,9,,2018-05-15T05:38:58,2018-05-15T20:06:22,0,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,16/05/2018,18.3,13.8,16.4,18.3,13.8,16.4,13.8,85,5.679,100,45.83,rain,0,0,50,21.8,44.8,1018.5,99.9,14.9,45.6,3.9,2,,2018-05-16T05:38:02,2018-05-16T20:07:20,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,17/05/2018,20.7,13.3,16.3,20.7,13.3,16.3,14.7,90.6,6.67,100,45.83,rain,0,0,,17.7,35.4,1017.1,58.4,13,115.6,10.1,4,,2018-05-17T05:37:08,2018-05-17T20:08:17,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417"
new york,18/05/2018,18.4,13.9,16.7,18.4,13.9,16.7,9.7,66.2,0,0,0,,0,0,45.1,32.6,46.8,1024.5,55,13.6,131,11.3,5,,2018-05-18T05:36:16,2018-05-18T20:09:13,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,19/05/2018,13.9,10.6,12.7,13.9,10.6,12.7,10.1,85.9,11.336,100,54.17,rain,0,0,31.7,25.5,45.8,1024.1,100,11.2,41,3.4,1,,2018-05-19T05:35:25,2018-05-19T20:10:09,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,20/05/2018,27.8,13.8,21.5,28.6,13.8,21.6,16.8,77.1,0.232,100,4.17,rain,0,0,79.1,23.6,284.5,1015.4,75,14.5,183.1,15.7,6,,2018-05-20T05:34:36,2018-05-20T20:11:05,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,21/05/2018,24.4,16.1,19.9,24.4,16.1,19.9,10.2,55.8,0.472,100,4.17,rain,0,0,70.4,17.5,253.1,1021.9,0.7,16,299.1,26.1,8,,2018-05-21T05:33:48,2018-05-21T20:11:59,0.25,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"D9152,72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
new york,22/05/2018,18.8,14.3,16.6,18.8,14.3,16.6,11.7,73.8,5.576,100,20.83,rain,0,0,73.8,16.3,169.5,1019.8,66.9,15.5,63.9,5.5,2,,2018-05-22T05:33:03,2018-05-22T20:12:53,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,72055399999,KLGA,KJRB,KNYC,F1417,72503014732"
